,accession,country,name,subtype,year
3345,FJ199799,ZA,PS390,C,
3346,FJ199800,ZA,PS392,C,
3347,FJ199803,ZA,PS396,C,
3348,FJ199804,ZA,PS397,C,
3349,FJ199807,ZA,PS400,C,
3350,FJ199808,ZA,PS401,C,
3351,FJ199809,ZA,PS402,C,
3352,FJ199816,ZA,PS409,C,
3353,FJ199817,ZA,PS411,C,
3354,FJ199818,ZA,PS412,C,
3355,FJ199824,ZA,PS425,C,
3356,FJ199826,ZA,PS430,C,
3357,FJ199827,ZA,PS434,C,
3358,FJ199830,ZA,PS438,C,
3359,FJ199831,ZA,PS439,C,
3360,FJ199835,ZA,PS447,C,
3361,FJ199837,ZA,PS450,C,
3362,FJ199838,ZA,PS452,C,
3363,FJ199841,ZA,PS457,C,
3364,FJ199844,ZA,PS463,C,
3365,FJ199845,ZA,PS465,C,
3366,FJ199846,ZA,SK005,C,
3367,FJ199847,ZA,SK006,C,
3368,FJ199849,ZA,SK010,C,
3369,FJ199850,ZA,SK011,C,
3370,FJ199852,ZA,SK013,C,
3371,FJ199853,ZA,SK016,C,
3372,FJ199854,ZA,SK019,C,
3373,FJ199855,ZA,SK020,C,
3374,FJ199856,ZA,SK023,C,
3375,FJ199857,ZA,SK026,C,
3376,FJ199858,ZA,SK029,C,
3377,FJ199859,ZA,SK031,C,
3378,FJ199860,ZA,SK033,C,
3379,FJ199861,ZA,SK034,C,
3380,FJ199862,ZA,SK036,C,
3381,FJ199863,ZA,SK037,C,
3382,FJ199864,ZA,SK038,C,
3383,FJ199865,ZA,SK039,C,
3384,FJ199866,ZA,SK040,C,
3385,FJ199867,ZA,SK041,C,
3386,FJ199869,ZA,SK043,C,
3387,FJ199872,ZA,SK058,C,
3388,FJ199873,ZA,SK061,C,
3389,FJ199874,ZA,SK062,C,
3390,FJ199875,ZA,SK065,C,
3391,FJ199876,ZA,SK066,C,
3392,FJ199877,ZA,SK067,C,
3393,FJ199878,ZA,SK071,C,
3394,FJ199879,ZA,SK072,C,
3395,FJ199880,ZA,SK073,C,
3396,FJ199881,ZA,SK076,C,
3397,FJ199882,ZA,SK078,C,
3398,FJ199883,ZA,SK082,C,
3399,FJ199884,ZA,SK083,C,
3400,FJ199885,ZA,SK084,C,
3401,FJ199889,ZA,SK092,C,
3402,FJ199891,ZA,SK097,C,
3403,FJ199892,ZA,SK098,C,
3404,FJ199893,ZA,SK103,C,
3405,FJ199894,ZA,SK104,C,
3406,FJ199895,ZA,SK107,C,
3407,FJ199897,ZA,SK110,C,
3408,FJ199898,ZA,SK111,C,
3409,FJ199899,ZA,SK112,C,
3410,FJ199900,ZA,SK113,C,
3411,FJ199901,ZA,SK116,C,
3412,FJ199902,ZA,SK117,C,
3413,FJ199903,ZA,SK118,C,
3414,FJ199904,ZA,SK120,C,
3415,FJ199905,ZA,SK127,C,
3416,FJ199906,ZA,SK128,C,
3417,FJ199908,ZA,SK131,C,
3418,FJ199909,ZA,SK132,C,
3419,FJ199910,ZA,SK133,C,
3420,FJ199911,ZA,SK134,C,
3421,FJ199912,ZA,SK135,C,
3422,FJ199913,ZA,SK136,C,
3423,FJ199914,ZA,SK137,C,
3424,FJ199916,ZA,SK139,C,
3425,FJ199917,ZA,SK140,C,
3426,FJ199918,ZA,SK142,C,
3427,FJ199919,ZA,SK143,C,
3428,FJ199920,ZA,SK144,C,
3429,FJ199921,ZA,SK145,C,
3430,FJ199923,ZA,SK147,C,
3431,FJ199924,ZA,SK148,C,
3432,FJ199925,ZA,SK150,C,
3433,FJ199926,ZA,SK151,C,
3434,FJ199928,ZA,SK154,C,
3435,FJ199929,ZA,SK155,C,
3436,FJ199930,ZA,SK156,C,
3437,FJ199931,ZA,SK159,C,
3438,FJ199932,ZA,SK160,C,
3439,FJ199933,ZA,SK161,C,
3440,FJ199935,ZA,SK163,C,
3441,FJ199936,ZA,SK164,C,
3442,FJ199937,ZA,SK165,C,
3443,FJ199938,ZA,SK167,C,
3444,FJ199939,ZA,SK168,C,
3445,FJ199940,ZA,SK169,C,
3446,FJ199941,ZA,SK170,C,
3447,FJ199942,ZA,SK171,C,
3448,FJ199943,ZA,SK172,C,
3449,FJ199944,ZA,SK173,C,
3450,FJ199945,ZA,SK174,C,
3451,FJ199946,ZA,SK175,C,
3452,FJ199947,ZA,SK176,C,
3453,FJ199948,ZA,SK178,C,
3454,FJ199949,ZA,SK180,C,
3455,FJ199950,ZA,SK181,C,
3456,FJ199951,ZA,SK182,C,
3457,FJ199952,ZA,SK183,C,
3458,FJ199953,ZA,SK184,C,
3459,FJ199954,ZA,SK185,C,
3460,FJ199955,ZA,SK190,C,
3461,FJ199956,ZA,SK191,C,
3462,FJ199957,ZA,SK192,C,
3463,FJ199958,ZA,SK193,C,
3464,FJ199959,ZA,SK196,C,
3465,FJ199962,ZA,SK202,C,
3466,FJ199963,ZA,SK204,C,
3467,FJ199964,ZA,SK206,C,
3468,FJ199966,ZA,SK210,C,
3469,FJ199967,ZA,SK211,C,
3470,FJ199968,ZA,SK212,C,
3471,FJ199969,ZA,SK213,C,
3472,FJ199970,ZA,SK214,C,
3473,FJ199971,ZA,SK215,C,
3474,FJ199972,ZA,SK217,C,
3475,FJ199973,ZA,SK222,C,
3476,FJ199974,ZA,SK223,C,
3477,FJ199975,ZA,SK224,C,
3478,FJ199977,ZA,SK226,C,
3479,FJ199978,ZA,SK227,C,
3480,FJ199980,ZA,SK232,C,
3481,FJ199981,ZA,SK233,C,
3482,FJ199982,ZA,SK234,C,
3483,FJ199983,ZA,SK236,C,
3484,FJ199985,ZA,SK238,C,
3485,FJ199986,ZA,SK239,C,
3486,FJ199987,ZA,SK240,C,
3487,FJ199988,ZA,SK243,C,
3488,FJ199989,ZA,SK244,C,
3489,FJ199990,ZA,SK245,C,
3490,FJ199991,ZA,SK246,C,
3491,FJ199992,ZA,SK247,C,
3492,FJ213780,UY,UY05_4752,38_BF1,2005
3493,FJ213781,UY,UY04_3987,38_BF1,2004
3494,FJ213782,UY,UY04_4022,38_BF1,2004
3495,FJ213783,UY,UY03_3389,38_BF1,2003
3496,FJ224364,GB,ChBPt2_A,B,
3497,FJ238521,CN,07JSNJ001,0107,2007
3498,FJ358521,CL,CH80,44_BF,2000
3499,FJ388890,CY,CY018,B,2005
3500,FJ388891,CY,CY020,B,2005
3501,FJ388892,CY,CY021,A1,2005
3502,FJ388893,CY,CY022,A1,2005
3503,FJ388894,CY,CY023,A1,2005
3504,FJ388895,CY,CY028,B,2005
3505,FJ388896,CY,CY029,02B,2005
3506,FJ388898,CY,CY032,B,2005
3507,FJ388899,CY,CY037,B,2005
3508,FJ388901,CY,CY040,C,2005
3509,FJ388902,CY,CY048,02_AG,2005
3510,FJ388903,CY,CY051,A1,2005
3511,FJ388904,CY,CY055,B,2005
3512,FJ388905,CY,CY056,B,2005
3513,FJ388906,CY,CY057,A1,2005
3514,FJ388908,CY,CY063,DG,2005
3515,FJ388909,CY,CY064,A1,2005
3516,FJ388910,CY,CY065,B,2005
3517,FJ388911,CY,CY067,B,2005
3518,FJ388912,CY,CY068,B,2005
3519,FJ388913,CY,CY069,C,2005
3520,FJ388914,CY,CY072,B,2005
3521,FJ388915,CY,CY074,B,2005
3522,FJ388916,CY,CY075,B,2005
3523,FJ388917,CY,CY081,04_cpx,2005
3524,FJ388918,CY,CY087,B,2005
3525,FJ388919,CY,CY088,B,2005
3526,FJ388920,CY,CY089,B,2005
3527,FJ388921,CY,CY090,U,2005
3528,FJ388923,CY,CY093,B,2005
3529,FJ388924,CY,CY097,B,2005
3530,FJ388925,CY,CY106,A1,2005
3531,FJ388926,CY,CY107,A1B,2005
3532,FJ388927,CY,CY110,B,2005
3533,FJ388928,CY,CY111,A1U,2005
3534,FJ388929,CY,CY112,A1U,2005
3535,FJ388930,CY,CY113,B,2005
3536,FJ388931,CY,CY120,B,2005
3537,FJ388932,CY,CY121,A1,2005
3538,FJ388933,CY,CY124,B,2005
3539,FJ388934,CY,CY130,B,2005
3540,FJ388935,CY,CY131,B,2005
3541,FJ388936,CY,CY132,B,2005
3542,FJ388937,CY,CY137,B,2005
3543,FJ388938,CY,CY140,A1,2005
3544,FJ388939,CY,CY141,B,2005
3545,FJ388940,CY,CY149,B,2005
3546,FJ388941,CY,CY150,B,2005
3547,FJ388942,CY,CY153,A1,2005
3548,FJ388943,CY,CY154,A1U,2006
3549,FJ388944,CY,CY158,02U,2006
3550,FJ388945,CY,CY163,D,2006
3551,FJ388946,CY,CY164,A1,2006
3552,FJ388947,CY,CY165,B,2006
3553,FJ388948,CY,CY166,C,2006
3554,FJ388949,CY,CY168,B,2006
3555,FJ388950,CY,CY171,A1,2006
3556,FJ388951,CY,CY173,A1,2006
3557,FJ388952,CY,CY176,C,2006
3558,FJ388953,CY,CY178,01A1,2006
3559,FJ388954,CY,CY179,01B,2006
3560,FJ388955,CY,CY180,B,2006
3561,FJ388956,CY,CY030,B,2005
3562,FJ388957,CY,CY033,B,2005
3563,FJ388958,CY,CY035,B,2005
3564,FJ388959,CY,CY036,B,2005
3565,FJ388960,CY,CY070,B,2005
3566,FJ388961,CY,CY077,BC,2005
3567,FJ388962,CY,CY082,B,2005
3568,FJ388963,CY,CY096,B,2005
3569,FJ388964,CY,CY100,B,2005
3570,FJ388965,CY,CY142,B,2005
3571,FJ389363,CM,178_15,G,2004
3572,FJ389364,CM,314_40,G,2004
3573,FJ389365,CM,515_28,G,2004
3574,FJ389366,CM,944_5,G,2004
3575,FJ389367,CM,A1786,G,2001
3576,FJ403482,CY,CY122,B,2005
3577,FJ441290,CN,07JSWX045,01_AE,2007
3578,FJ460499,HK,HK002,B,2006
3579,FJ460500,HK,HK003,B,2006
3580,FJ460501,HK,HK004,B,2006
3581,FJ469682,US,01144G,B,2005
3582,FJ469683,US,012286G,B,2005
3583,FJ469684,US,014837G,B,2004
3584,FJ469685,US,1229I,B,
3585,FJ469686,US,AT01480,B,2003
3586,FJ469687,US,CR0017Q,B,2002
3587,FJ469688,US,CR0023W,B,2002
3588,FJ469689,US,CR0027M,B,2007
3589,FJ469690,US,CR0036W,B,
3590,FJ469691,US,CR0047U,B,2006
3591,FJ469692,US,CR0050Z,B,
3592,FJ469693,US,CR0058S,B,2002
3593,FJ469694,US,CR0059T,B,
3594,FJ469695,US,CR0068P,B,2004
3595,FJ469696,US,CR0078,B,2006
3596,FJ469697,US,CR0080N,B,2004
3597,FJ469698,US,CR0116Y,B,2004
3598,FJ469699,US,CR0127W,B,
3599,FJ469700,US,CR0131,B,2006
3600,FJ469701,US,CR0154X,B,2003
3601,FJ469702,US,CR0164U,B,
3602,FJ469703,US,CR0175S,B,2005
3603,FJ469704,US,CR0192W,B,
3604,FJ469705,US,CR0206U,B,
3605,FJ469706,US,CR0208W,B,2005
3606,FJ469707,US,CR0214,B,2007
3607,FJ469708,US,CR0215,B,2006
3608,FJ469709,US,CR0222X,B,2006
3609,FJ469710,US,CR0228Q,B,2006
3610,FJ469711,US,CR0234,B,
3611,FJ469712,US,CR0248X,B,
3612,FJ469713,US,CR0275,B,2007
3613,FJ469714,US,CR0276Z,B,2006
3614,FJ469715,US,CR0289Z,B,
3615,FJ469716,US,CR0295S,B,2007
3616,FJ469717,US,CR0307R,B,2005
3617,FJ469718,US,CR0312W,B,2005
3618,FJ469719,US,CR0317N,B,
3619,FJ469720,US,CR0331P,B,
3620,FJ469721,US,CR0339X,B,2007
3621,FJ469722,US,CR0345Q,B,2004
3622,FJ469723,US,CR0361T,B,2006
3623,FJ469724,US,CR0367Z,B,2005
3624,FJ469725,US,CR0382N,B,
3625,FJ469726,US,CR0413T,B,
3626,FJ469727,US,F701,B,
3627,FJ469729,US,F710,B,
3628,FJ469730,US,F714,B,2002
3629,FJ469731,US,F7157,B,2003
3630,FJ469732,US,F7165,B,2004
3631,FJ469733,US,F7172,B,2004
3632,FJ469734,US,F719,B,2002
3633,FJ469735,US,F762P,B,2002
3634,FJ469737,US,F797,B,2002
3635,FJ469738,US,L805,B,2001
3636,FJ469739,US,L8107,B,2003
3637,FJ469740,US,L8116,B,2003
3638,FJ469741,US,L8124P,B,2002
3639,FJ469742,US,L8152,B,2003
3640,FJ469743,US,L8180,B,2003
3641,FJ469744,US,L8188,B,
3642,FJ469745,US,L819,B,2004
3643,FJ469746,US,L8249,B,2005
3644,FJ469747,US,L827,B,2005
3645,FJ469748,US,L861P,B,2002
3646,FJ469749,US,L893P,B,2002
3647,FJ469750,US,L896,B,
3648,FJ469751,US,MTF,B,2002
3649,FJ469752,US,NCQ,B,
3650,FJ469753,US,PRLS01,B,2003
3651,FJ469754,US,PRLS02,B,2002
3652,FJ469755,US,PRLS04,B,2003
3653,FJ469756,US,PRLS05,B,
3654,FJ469757,US,PRLS08,B,2002
3655,FJ469758,US,PRLS09,B,2002
3656,FJ469759,US,PRLS12,B,2003
3657,FJ469760,US,PRLS16,B,2002
3658,FJ469761,US,PRLS17,B,
3659,FJ469762,US,PRLS18,B,2002
3660,FJ469763,US,PRLS19,B,
3661,FJ469764,US,PRLS24,B,2003
3662,FJ469765,US,PRLS25,B,2003
3663,FJ469766,US,PRLS28,B,
3664,FJ469767,US,SH8127,B,
3665,FJ469768,US,SH8183,B,
3666,FJ469769,US,SH8229,B,
3667,FJ469770,US,SH8233,B,2003
3668,FJ469771,US,SH8241,B,
3669,FJ469772,US,SH858,B,2004
3670,FJ495818,US,CH40E_flA1,B,2006
3671,FJ495819,US,CH40E_flA2,B,2006
3672,FJ495820,US,CH40E_flA3,B,2006
3673,FJ495821,US,CH40E_flC7,B,2006
3674,FJ495822,US,CH40E_flF10,B,2006
3675,FJ495823,US,CH40E_flF7,B,2006
3676,FJ495824,US,CH40E_flF9,B,2006
3677,FJ495825,US,CH40E_flG3,B,2006
3678,FJ495826,US,CH40E_flG6,B,2006
3679,FJ495862,US,CH40d111_G1,B,2006
3680,FJ495863,US,CH40d111_G3,B,2006
3681,FJ495864,US,CH40d111_G4,B,2006
3682,FJ495865,US,CH40d111_G7,B,2006
3683,FJ495866,US,CH40d111_G8,B,2006
3684,FJ495867,US,CH40d111_H2,B,2006
3685,FJ495868,US,CH40d111_I1,B,2006
3686,FJ495869,US,CH40d111_I2,B,2006
3687,FJ495877,US,CH40d181_G3,B,2007
3688,FJ495878,US,CH40d181_H1,B,2007
3689,FJ495879,US,CH40d181_H2,B,2007
3690,FJ495880,US,CH40d181_H3,B,2007
3691,FJ495881,US,CH40d181_H4,B,2007
3692,FJ495882,US,CH40d181_H6,B,2007
3693,FJ495883,US,CH40d181_H7,B,2007
3694,FJ495884,US,CH40d181_I1,B,2007
3695,FJ495885,US,CH40d181_I2,B,2007
3696,FJ495886,US,CH40d181_I5,B,2007
3697,FJ495887,US,CH40d181_I6,B,2007
3698,FJ495900,US,CH40d412_G3,B,2007
3699,FJ495901,US,CH40d412_G4,B,2007
3700,FJ495902,US,CH40d412_G5,B,2007
3701,FJ495903,US,CH40d412_G7,B,2007
3702,FJ495904,US,CH40d412_G9,B,2007
3703,FJ495905,US,CH40d412_H15,B,2007
3704,FJ495906,US,CH40d412_H2,B,2007
3705,FJ495907,US,CH40d412_H3,B,2007
3706,FJ495908,US,CH40d412_H7,B,2007
3707,FJ495909,US,CH40d412_H9,B,2007
3708,FJ495910,US,CH40d412_I11,B,2007
3709,FJ495925,US,CH40d45_I10,B,2006
3710,FJ495926,US,CH40d45_I11,B,2006
3711,FJ495927,US,CH40d45_I12,B,2006
3712,FJ495928,US,CH40d45_I13,B,2006
3713,FJ495929,US,CH40d45_I14,B,2006
3714,FJ495930,US,CH40d45_I15,B,2006
3715,FJ495931,US,CH40d45_I16,B,2006
3716,FJ495932,US,CH40d45_I3,B,2006
3717,FJ495933,US,CH40d45_I4,B,2006
3718,FJ495934,US,CH40d45_I6,B,2006
3719,FJ495935,US,CH40d45_I7,B,2006
3720,FJ495936,US,CH40d45_I9,B,2006
3721,FJ495937,US,CH58E_flA1,B,2006
3722,FJ495939,US,CH58E_flA7,B,2006
3723,FJ495940,US,CH58E_flA8,B,2006
3724,FJ495941,US,CH58E_flA9,B,2006
3725,FJ495942,US,CH58E_flC4,B,2006
3726,FJ495943,US,CH58E_flC5,B,2006
3727,FJ495957,US,CH58d154_5A1,B,2007
3728,FJ495958,US,CH58d154_5C2,B,2007
3729,FJ495961,US,CH58d350_5C1,B,2007
3730,FJ495962,US,CH58d350_5C2,B,2007
3731,FJ495963,US,CH58d350_5C3,B,2007
3732,FJ495973,US,CH58d45_5A2,B,2006
3733,FJ495974,US,CH58d45_5A4,B,2006
3734,FJ495975,US,CH58d45_5C1,B,2006
3735,FJ495976,US,CH58d45_5C10,B,2006
3736,FJ495977,US,CH58d45_5C12,B,2006
3737,FJ495978,US,CH58d45_5C2,B,2006
3738,FJ495979,US,CH58d45_5C3,B,2006
3739,FJ495980,US,CH58d45_5C6,B,2006
3740,FJ495981,US,CH58d45_5C8,B,2006
3741,FJ495991,US,CH58d85_5A1,B,2006
3742,FJ495992,US,CH58d85_5C1,B,2006
3743,FJ495993,US,CH58d85_5C2,B,2006
3744,FJ495994,US,CH58d85_5C3,B,2006
3745,FJ495995,US,CH58d85_5C4,B,2006
3746,FJ495996,US,CH58d85_5C5,B,2006
3747,FJ495997,US,CH58d85_5C7,B,2006
3748,FJ495998,US,CH58d85_5C8,B,2006
3749,FJ495999,US,CH58d85_5C9,B,2006
3750,FJ496000,US,CH77E_flA1,B,2006
3751,FJ496001,US,CH77E_flA2,B,2006
3752,FJ496002,US,CH77E_flB3,B,2006
3753,FJ496003,US,CH77E_flC3,B,2006
3754,FJ496004,US,CH77E_flC4,B,2006
3755,FJ496005,US,CH77E_flC7,B,2006
3756,FJ496006,US,CH77E_flC9,B,2006
3757,FJ496007,US,CH77E_flD5,B,2006
3758,FJ496024,US,CH77d102_B1,B,2006
3759,FJ496025,US,CH77d102_C1,B,2006
3760,FJ496026,US,CH77d102_C2,B,2006
3761,FJ496027,US,CH77d102_C3,B,2006
3762,FJ496033,US,CH77d159_B1,B,2007
3763,FJ496034,US,CH77d159_B2,B,2007
3764,FJ496035,US,CH77d159_B3,B,2007
3765,FJ496036,US,CH77d159_B4,B,2007
3766,FJ496037,US,CH77d159_C1,B,2007
3767,FJ496038,US,CH77d159_C3,B,2007
3768,FJ496039,US,CH77d159_C4,B,2007
3769,FJ496040,US,CH77d159_C5,B,2007
3770,FJ496041,US,CH77d159_T1,B,2007
3771,FJ496058,US,CH77d32_T1,B,2006
3772,FJ496059,US,CH77d32_TA1,B,2006
3773,FJ496068,US,CH77d32_TC15,B,2006
3774,FJ496069,US,CH77d32_TC2,B,2006
3775,FJ496070,US,CH77d32_TC3,B,2006
3776,FJ496071,US,CH77d32_TC4,B,2006
3777,FJ496072,US,04013226_2_flA8,B,2002
3778,FJ496073,US,04013226_2_flA9,B,2002
3779,FJ496074,US,04013226_2_flB10,B,2002
3780,FJ496075,US,04013226_2_flC1,B,2002
3781,FJ496076,US,04013226_2_flD12,B,2002
3782,FJ496077,US,04013226_2_flD7,B,2002
3783,FJ496078,US,04013226_2_flH11,B,2002
3784,FJ496079,US,04013226_2_flH5,B,2002
3785,FJ496080,US,04013226_2_flH6,B,2002
3786,FJ496081,US,04013396_0_flE6,B,2005
3787,FJ496082,US,04013396_0_flF3,B,2005
3788,FJ496083,US,04013396_0_flF4,B,2005
3789,FJ496084,US,04013396_0_flG7,B,2005
3790,FJ496085,US,04013396_0_flG8,B,2005
3791,FJ496086,US,CH40E_N11,B,2006
3792,FJ496087,US,CH40E_N12,B,2006
3793,FJ496088,US,CH40E_N13,B,2006
3794,FJ496089,US,CH40E_N14,B,2006
3795,FJ496123,US,CH77E_L2,B,2006
3796,FJ496128,US,CH77E_M1,B,2006
3797,FJ496130,US,CH77E_M2,B,2006
3798,FJ496131,US,CH77E_M21,B,2006
3799,FJ496132,US,CH77E_M22,B,2006
3800,FJ496133,US,CH77E_M24,B,2006
3801,FJ496134,US,CH77E_M25,B,2006
3802,FJ496135,US,CH77E_M26,B,2006
3803,FJ496136,US,CH77E_M3,B,2006
3804,FJ496145,US,SUMA_flC5,B,1991
3805,FJ496146,US,SUMA_flC7,B,1991
3806,FJ496147,US,SUMA_flD10,B,1991
3807,FJ496148,US,SUMA_flD3,B,1991
3808,FJ496149,US,SUMA_flE5,B,1991
3809,FJ496150,US,SUMA_flE7,B,1991
3810,FJ496151,US,TRJO_flA1,B,2001
3811,FJ496152,US,TRJO_flA2,B,2001
3812,FJ496153,US,TRJO_flA9,B,2001
3813,FJ496154,US,TRJO_flB1,B,2001
3814,FJ496155,US,TRJO_flC6,B,2001
3815,FJ496156,US,TRJO_flC9,B,2001
3816,FJ496157,US,TRJO_flD3,B,2001
3817,FJ496158,US,WEAU_flA11,B,1990
3818,FJ496159,US,WEAU_flE1,B,1990
3819,FJ496160,US,WEAU_flE3,B,1990
3820,FJ496161,US,WEAU_flE8,B,1990
3821,FJ496162,US,WEAU_flF2,B,1990
3822,FJ496163,US,WEAU_flF5,B,1990
3823,FJ496164,US,WEAU_flF6,B,1990
3824,FJ496165,US,WEAU_flF7,B,1990
3825,FJ496166,US,WEAU_flF9,B,1990
3826,FJ496167,US,WITO_flA1,B,2000
3827,FJ496168,US,WITO_flA2,B,2000
3828,FJ496169,US,WITO_flB3,B,2000
3829,FJ496170,US,WITO_flC1,B,2000
3830,FJ496171,US,WITO_flC10,B,2000
3831,FJ496172,US,WITO_flC3,B,2000
3832,FJ496173,US,WITO_flC4,B,2000
3833,FJ496174,US,WITO_flC9,B,2000
3834,FJ496175,US,WITO_flD5,B,2000
3835,FJ496176,US,WITO_flE1,B,2000
3836,FJ496177,US,WITO_flE10,B,2000
3837,FJ496178,US,WITO_flE11,B,2000
3838,FJ496179,US,WITO_flE2,B,2000
3839,FJ496180,US,WITO_flE3,B,2000
3840,FJ496181,US,WITO_flF2,B,2000
3841,FJ496182,US,WITO_flF4,B,2000
3842,FJ496183,US,WITO_flG7,B,2000
3843,FJ496184,US,WITO_flH3,B,2000
3844,FJ496185,ZM,ZM246F_flA1,C,2003
3845,FJ496186,ZM,ZM246F_flA10,C,2003
3846,FJ496187,ZM,ZM246F_flA2,C,2003
3847,FJ496188,ZM,ZM246F_flA6,C,2003
3848,FJ496189,ZM,ZM246F_flB1,C,2003
3849,FJ496190,ZM,ZM246F_flC12,C,2003
3850,FJ496191,ZM,ZM246F_flC3,C,2003
3851,FJ496192,ZM,ZM246F_flC5,C,2003
3852,FJ496193,ZM,ZM246F_flC7,C,2003
3853,FJ496194,ZM,ZM246F_flD5,C,2003
3854,FJ496195,ZM,ZM247F_flA1,C,2003
3855,FJ496196,ZM,ZM247F_flA12,C,2003
3856,FJ496197,ZM,ZM247F_flA2,C,2003
3857,FJ496198,ZM,ZM247F_flB8,C,2003
3858,FJ496199,ZM,ZM247F_flB9,C,2003
3859,FJ496200,ZM,ZM247F_flE10,C,2003
3860,FJ496201,ZM,ZM247F_flE11,C,2003
3861,FJ496202,ZM,ZM247F_flE3,C,2003
3862,FJ496203,ZM,ZM247F_flF10,C,2003
3863,FJ496204,ZM,ZM247F_flF7,C,2003
3864,FJ496205,ZM,ZM247F_flG11,C,2003
3865,FJ496207,ZM,ZM247F_flH1,C,2003
3866,FJ496209,ZM,ZM249M_flC1,C,2003
3867,FJ496210,ZM,ZM249M_flC5,C,2003
3868,FJ496212,ZM,ZM249M_flE10,C,2003
3869,FJ496213,ZM,ZM249M_flE8,C,2003
3870,FJ496214,ZM,ZM249M_flF1,C,2003
3871,FJ623475,KE,06KECst_006,A1,2006
3872,FJ623476,KE,06KECst_007,A1,2006
3873,FJ623477,KE,06KECst_021,A1,2006
3874,FJ623478,KE,06KECst_019,A1,2006
3875,FJ623479,KE,06KECst_028,A1,2006
3876,FJ623480,KE,06KECst_009,A1,2006
3877,FJ623481,KE,06KECst_005,A1,2006
3878,FJ623482,KE,06KECst_020,A1,2006
3879,FJ623483,KE,06KECst_016,A1,2006
3880,FJ623484,KE,06KECst_022,A1,2006
3881,FJ623485,KE,06KECst_013,A1,2006
3882,FJ623486,KE,06KECst_025,A1,2006
3883,FJ623487,KE,06KECst_001,A1,2006
3884,FJ623488,KE,06KECst_017,A1,2006
3885,FJ623489,KE,06KECst_004,A1C,2006
3886,FJ623490,KE,06KECst_015,A1D,2006
3887,FJ623491,KE,06KECst_010,A1D,2006
3888,FJ623492,KE,06KECst_027,A1A2D,2006
3889,FJ623493,KE,06KECst_008,A1A2CD,2006
3890,FJ623494,KE,06KECst_011,A1A2CD,2006
3891,FJ623495,KE,06KECst_014,DG,2006
3892,FJ623498,KE,06KECst_014,DG,2006
3893,FJ647145,ZA,R84,B,1985
3894,FJ647146,ZA,TV239,A1,2000
3895,FJ647148,ZA,TV314,A1,2001
3896,FJ647149,KE,TV412,A1D,2001
3897,FJ659567,VE,36,B,2005
3898,FJ659571,VE,41,B,2005
3899,FJ659573,VE,43,B,2005
3900,FJ659574,VE,45,B,2005
3901,FJ659576,VE,47,B,2005
3902,FJ659792,VE,INH293,B,2005
3903,FJ670515,ES,X230_10,02A1,2005
3904,FJ670516,ES,ES_X845-4,F1,2002
3905,FJ670517,ES,X1118_4,14_BG,2004
3906,FJ670518,ES,X1589-2,14_BG,2004
3907,FJ670519,ES,X1608-8,A1,2005
3908,FJ670520,ES,X1628-2,G,2005
3909,FJ670521,ES,X1702-3,C,2005
3910,FJ670522,ES,X1870,14_BG,2005
3911,FJ670523,ES,X2110,A1,2006
3912,FJ670524,ES,X2400-3,B,2008
3913,FJ670525,ES,X2425-2,B,2008
3914,FJ670526,ES,X2456-2,24_BG,2008
3915,FJ670527,ES,X963-4,DF1G,2004
3916,FJ670528,ES,X772-8,14_BG,2005
3917,FJ670529,ES,X2457_2,47_BF,2008
3918,FJ670530,ES,P1981-2,G,2008
3919,FJ670531,ES,P2008,B,2008
3920,FJ694790,DK,PMVL_011,B,2007
3921,FJ694791,GW,CC_0030,02_AG,2004
3922,FJ694792,GW,CC_0048,02_AG,2005
3923,FJ711703,GB,00GBAC4001,H,2000
3924,FJ771006,BR,02BR082,F1,2002
3925,FJ771007,BR,02BR170,F1,2002
3926,FJ771008,BR,06BR564,F1,2006
3927,FJ771009,BR,06BR579,F1,2006
3928,FJ771010,BR,07BR844,F1,2007
3929,FJ853620,ES,P2021-3,B,2008
3930,FJ853621,ES,X2432_2,BF1,2008
3931,FJ853622,ES,X2510_2,B,2008
3932,FJ861953,US,WC4P1299_5,B,1999
3933,FJ861954,US,WC4P0397_8,B,1997
3934,FJ861955,US,WC4P0399_2,B,1999
3935,FJ861956,US,WC4P0399_3,B,1999
3936,FJ861957,US,WC4P0995_5,B,1995
3937,FJ861958,US,WC4P0896_5,B,1996
3938,FJ861959,US,WC4P1000_1,B,2000
3939,FJ861960,US,WC4P1000_5,B,2000
3940,FJ861961,US,WC4P1000_8,B,2000
3941,FJ861962,US,WC4P1299_16,B,1999
3942,FJ861963,US,WC4P1299_4,B,1999
3943,FJ861964,US,WC4P0296_1,B,1996
3944,FJ864679,RU,PokA1Ru,A1,2008
3945,FJ900266,AO,AO_06_ANG32,F1,2006
3946,FJ900267,AO,AO_06_ANG40,F1,2006
3947,FJ900268,AO,AO_06_ANG58,F1,2006
3948,FJ904244,IT,IT_BF_PRIN_454,BF1,2008
3949,FJ914225,AT,Au01,B,
3950,FJ914226,AT,Au02,B,
3951,FJ919955,US,CH77d592_B11,B,2008
3952,FJ919956,US,CH77d592_B12,B,2008
3953,FJ919957,US,CH77d592_B13,B,2008
3954,FJ919958,US,CH77d592_B8,B,2008
3955,FJ919959,US,CH77d592_C12,B,2008
3956,FJ919960,US,CH77d592_C2,B,2008
3957,FJ919961,US,CH77d592_C4,B,2008
3958,FJ919962,US,CH77d592_C7,B,2008
